"address","city","zip_code","sold_date","price","rooms","size","build_year","latitude","longitude"
"Bülowsgade 7, 3","Aarhus C",8000,"2018-08-28",2040000,2,50,1904,56.147827,10.202332
"Holbergsgade 21, st","Aarhus C",8000,"2018-08-28",877277,2,56,1897,56.148167,10.194174
"Skovgaardsgade 14, 2. tv","Aarhus C",8000,"2018-08-28",1750000,3,74,1925,56.15444,10.194939
"Helga Pedersens Gade 1, 4. 2","Aarhus C",8000,"2018-08-28",2925000,2,74,2014,56.16648,10.229388
"Åhusene 9, 7. 1","Aarhus C",8000,"2018-08-28",1980000,3,69,2014,56.15282,10.187249
"Niels Juels Gade 60, 2","Aarhus N",8200,"2018-08-27",2295000,3,66,1900,56.170246,10.215178
"P.P. Ørums Gade 22, 2. tv","Aarhus C",8000,"2018-08-27",2420000,2,69,1934,56.141678,10.191016
"Trøjborgvej 22, 4. tv","Aarhus N",8200,"2018-08-27",1600000,2,42,1900,56.169476,10.215292
"Vestervang 27, st. th","Aarhus C",8000,"2018-08-27",975000,1,42,1983,56.16425,10.193104
"Ny Munkegade 46, 3. th","Aarhus C",8000,"2018-08-27",2000000,3,83,1897,56.162357,10.203126
"Bernhardt Jensens Boulevard 91, 3. tv","Aarhus C",8000,"2018-08-27",1147500,3,91,2016,56.165676,10.225638
"Åhusene 4, 1. 2","Aarhus C",8000,"2018-08-27",2000000,3,68,2011,56.153023,10.188655
"Tordenskjoldsgade 66, 2. tv","Aarhus N",8200,"2018-08-26",2750000,3,80,1928,56.172665,10.216844
"Jerichausgade 17, st. tv","Aarhus C",8000,"2018-08-26",2275000,2,65,1930,56.15475,10.195463
"Langelandsgade 110, 2. th","Aarhus C",8000,"2018-08-26",1750000,2,49,1898,56.16423,10.197304
"Bernhardt Jensens Boulevard 91, st. th","Aarhus C",8000,"2018-08-26",2550000,2,81,2016,56.165676,10.225638
"Nordborggade 38, 5. th","Aarhus C",8000,"2018-08-25",2450000,3,79,1952,56.146267,10.18485
"Mariane Thomsens Gade 6, 7. 1","Aarhus C",8000,"2018-08-25",2000000,2,61,2016,56.165455,10.229179
"Helga Pedersens Gade 9, 4. 1","Aarhus C",8000,"2018-08-25",5000000,3,95,2012,56.166546,10.230148
"Silkeborgvej 116, 1. tv","Aarhus C",8000,"2018-08-23",1812500,2,63,1936,56.156593,10.180301
"Silkeborgvej 122, st. th","Aarhus C",8000,"2018-08-23",1835000,2,61,1938,56.156357,10.17984
"Jægergårdsgade 116, st. 2","Aarhus C",8000,"2018-08-23",2340000,2,67,1890,56.147404,10.205401
"Sjællandsgade 110, 2","Aarhus C",8000,"2018-08-23",1800000,1,49,1892,56.163727,10.2038765
"Frederiks Plads 16, 1. 5","Aarhus C",8000,"2018-08-23",2600000,2,63,2017,56.148922,10.208356
"Åhusene 5, st. 5","Aarhus C",8000,"2018-08-23",1190000,2,58,2013,56.152634,10.188483
"Ceresbyen 46, 5. 3","Aarhus C",8000,"2018-08-23",2750000,2,66,2018,56.156498,10.19254
"Vestergade 56F, st","Aarhus C",8000,"2018-08-23",4855000,5,131,1840,56.158146,10.201536
"Marius Simonsens Vej 13, 3. th","Aarhus N",8200,"2018-08-23",2050000,3,71,1954,56.175743,10.204738
"Helga Pedersens Gade 13, 1. 3","Aarhus C",8000,"2018-08-23",2760000,3,63,2012,56.166367,10.229852
"Thorvaldsensgade 1, 3. th","Aarhus C",8000,"2018-08-22",2900000,3,77,1902,56.155323,10.198574
"Mejlgade 67, 1. th","Aarhus C",8000,"2018-08-22",2485000,2,63,1930,56.160877,10.213653
"Åboulevarden 51E, st","Aarhus C",8000,"2018-08-22",800000,2,46,1945,56.15593,10.204563
"Guldsmedgade 25, 1. 4","Aarhus C",8000,"2018-08-22",1207500,1,45,1894,56.159668,10.207618
"Saltholmsgade 28, 2","Aarhus C",8000,"2018-08-21",1765000,2,53,1900,56.158623,10.195082
"Nordborggade 15, st. 4","Aarhus C",8000,"2018-08-21",1150000,1,38,1959,56.144382,10.186247
"Skt. Pauls Gade 17, st. tv","Aarhus C",8000,"2018-08-21",3400000,3,88,1906,56.14622,10.202414
"Molsgade 8, st. th","Aarhus C",8000,"2018-08-21",2465000,3,62,1901,56.16274,10.214327
"Helga Pedersens Gade 5, 1. 4","Aarhus C",8000,"2018-08-21",3395000,3,126,2014,56.16676,10.2294
"Esther Aggebos Gade 10, 5. 5","Aarhus C",8000,"2018-08-21",3850000,2,88,2017,56.166588,10.226433
"Nørre Allé 68, 1. th","Aarhus C",8000,"2017-04-27",2430000,2,60,1920,56.159836,10.203276
"Helga Pedersens Gade 5, 5. 1","Aarhus C",8000,"2017-04-27",4700000,4,109,2014,56.16676,10.2294
"Volden 10, 3","Aarhus C",8000,"2017-04-26",3150000,3,108,1883,56.158276,10.208815
"Jerichausgade 12, 5. tv","Aarhus C",8000,"2017-04-26",1500000,2,44,1918,56.15453,10.196483
"Sejrøgade 10, 3. tv","Aarhus C",8000,"2017-04-26",1995000,2,54,1932,56.160065,10.198617
"Skanderborgvej 92, 2. 2","Aarhus C",8000,"2017-04-26",1720000,3,62,1943,56.139935,10.181455
"Helga Pedersens Gade 17, 5. 3","Aarhus C",8000,"2017-04-26",3500000,3,79,2012,56.166306,10.229337
"Ceresbyen 40, 3. 2","Aarhus C",8000,"2017-04-26",3100000,3,86,2017,56.156464,10.191863
"Vestre Ringgade 214, 4. th","Aarhus C",8000,"2017-04-25",2105000,2,70,1950,56.169323,10.1952715
"Ny Munkegade 32, 3. th","Aarhus C",8000,"2017-04-25",4370000,4,126,1897,56.16182,10.203398
"Vestre Ringgade 204, 3. th","Aarhus C",8000,"2017-04-25",2195000,3,83,1950,56.168884,10.194126
"Kildegården 10, 3","Aarhus C",8000,"2017-04-25",6100000,6,183,1939,56.14188,10.206343
"Kystvejen 27, 4. th","Aarhus C",8000,"2017-04-25",5900000,6,163,1927,56.159603,10.213859
"Sjællandsgade 119B, 3. th","Aarhus C",8000,"2017-04-25",1780000,2,45,1899,56.16356,10.2028265
"Skt. Pauls Gade 28, 1","Aarhus C",8000,"2017-04-25",2123000,2,57,1899,56.146606,10.204484
"Langelinieparken 16, 2. th","Aarhus C",8000,"2017-04-25",6950000,4,157,2019,56.166172,10.219166
"Klostertorvet 11, 1. 10","Aarhus C",8000,"2017-04-25",2400000,2,65,2015,56.158085,10.205831
"Frederiks Plads 16, 5. 4","Aarhus C",8000,"2017-04-25",3420500,3,79,2017,56.148922,10.208356
"Ceresbyen 42, st. 3","Aarhus C",8000,"2017-04-25",3275000,3,92,2017,56.1563,10.191969
"Silkeborgvej 164, 1. th","Aarhus C",8000,"2017-04-24",1675000,2,51,1939,56.156353,10.17777
"Strandparken 37, 2. mf","Aarhus C",8000,"2017-04-24",2385000,2,66,1938,56.14311,10.206916
"Marselisborg Allé 4B, 1. th","Aarhus C",8000,"2017-04-24",2000000,2,54,1918,56.14804,10.207275
"Rudolph Wulffs Gade 12, 1. tv","Aarhus C",8000,"2017-04-24",2575000,3,91,1946,56.14054,10.184897
"Telefontorvet 4, 2. th","Aarhus C",8000,"2017-04-24",2400000,3,92,2005,56.155617,10.207114
"Mejlgade 91, 4. tv","Aarhus C",8000,"2017-04-24",1445000,3,90,1900,56.162117,10.214739
"Ceres Allé 7, 8. 5","Aarhus C",8000,"2017-04-24",1976001,2,51,2016,56.15459,10.191217
"Mariane Thomsens Gade 6, 9. 1","Aarhus C",8000,"2017-04-24",2650000,2,61,2016,56.165455,10.229179
"Bernhardt Jensens Boulevard 123, 7. 1","Aarhus C",8000,"2017-04-24",6400000,4,167,2017,56.166744,10.227419
"Birkegade 2, 1. th","Aarhus N",8200,"2017-04-24",1750000,3,62,1890,56.178204,10.201736
"Helga Pedersens Gade 9, 2. 2","Aarhus C",8000,"2017-04-24",3575000,3,75,2012,56.166546,10.230148
"Oslogade 16, 3. tv","Aarhus N",8200,"2017-04-24",2350000,2,72,1952,56.1757,10.19981
"Irma Pedersens Gade 29, 6. 3","Aarhus C",8000,"2017-04-24",2500000,2,59,2019,56.16333,10.228014
"Ceresbyen 50, 2. 3","Aarhus C",8000,"2017-04-24",2800000,3,70,2018,56.156174,10.192819
"Mariane Thomsens Gade 6, 8. 4","Aarhus C",8000,"2017-04-24",3025000,3,78,2016,56.165455,10.229179
"Mariane Thomsens Gade 3, 6. 1","Aarhus C",8000,"2017-04-24",2700000,2,61,2017,56.165657,10.229491
"Mejlgade 43B, 1","Aarhus C",8000,"2017-04-23",2220000,2,64,1827,56.159473,10.21221
"Falstersgade 46, 1. th","Aarhus C",8000,"2017-04-23",3175000,3,83,1935,56.164326,10.199408
"Vestergade 78, 4. th","Aarhus C",8000,"2017-04-23",2850000,3,80,1927,56.1571,10.1984215
"Bogensegade 9, st. th","Aarhus C",8000,"2017-04-23",2550000,2,57,1910,56.14406,10.201403
"Skolegade 23, 2. tv","Aarhus C",8000,"2017-04-23",2600000,3,93,1989,56.155315,10.21159
"Ceresbyen 38, st. 1","Aarhus C",8000,"2017-04-23",1950000,2,53,2017,56.156174,10.191276
"Studsgade 30, st. th","Aarhus C",8000,"2017-04-22",2150000,2,62,1910,56.15966,10.211245
"Ceresbyen 44, kl. 2","Aarhus C",8000,"2019-08-13",3948000,3,96,2017,56.156128,10.19216
"Samsøgade 82, 3. tv","Aarhus C",8000,"2019-08-13",1498000,2,51,1900,56.16195,10.200317
"Sjællandsgade 82C, 1. th","Aarhus C",8000,"2019-08-12",1925000,2,52,1887,56.16327,10.205986
"Chr. Wærums Gade 6, 2. th","Aarhus C",8000,"2019-08-12",3525000,3,91,1929,56.143753,10.19243
"Bissensgade 6, st. tv","Aarhus C",8000,"2019-08-12",1575000,2,56,1902,56.154953,10.197328
"Nordre Ringgade 86, st. th","Aarhus N",8200,"2019-08-12",1450000,2,65,1936,56.17326,10.21206
"Skovvangsvej 3A, st","Aarhus N",8200,"2019-08-12",1000000,2,39,1890,56.176785,10.201785
"Finderupvej 2D, 2. 5","Aarhus C",8000,"2019-08-12",1475000,3,87,2009,56.155525,10.182226
"Stadion Allé 23, 4. th","Aarhus C",8000,"2019-08-11",3350000,3,95,1929,56.142273,10.194591
"Esther Aggebos Gade 10, 6. 4","Aarhus C",8000,"2019-08-11",8500000,3,174,2017,56.166588,10.226433
"Strandvejen 8A, 3. th","Aarhus C",8000,"2019-08-10",2340000,2,63,1914,56.147846,10.208965
"Silkeborgvej 112, 1. th","Aarhus C",8000,"2019-08-10",1655000,2,67,1935,56.15637,10.180331
"Jerichausgade 11, 3. th","Aarhus C",8000,"2019-08-09",3150000,3,77,1926,56.154575,10.195868
"Nørre Allé 100, st. th","Aarhus C",8000,"2019-08-09",2785000,3,81,1923,56.15845,10.199826
"Ove Gjeddes Gade 2, 3. tv","Aarhus N",8200,"2019-08-09",733334,2,64,1938,56.17003,10.217187
"Ringkøbingvej 6, 1. mf","Aarhus C",8000,"2019-08-08",748000,2,42,1939,56.157112,10.18913
"Schleppegrellsgade 28, 3. th","Aarhus C",8000,"2019-08-08",1525000,2,44,1900,56.14793,10.192121
"Esther Aggebos Gade 6, st","Aarhus C",8000,"2019-08-08",3498000,3,135,2017,56.166424,10.226634
"Bissensgade 17, 5. tv","Aarhus C",8000,"2019-08-08",1845000,2,48,1925,56.15526,10.196195
"Banegårdsgade 16, 5. a","Aarhus C",8000,"2019-08-07",1920000,2,54,1962,56.150326,10.200828
"Janus La Cours Gade 14, 1. th","Aarhus C",8000,"2019-08-07",3100000,3,80,1984,56.157166,10.19706
"Olfert Fischers Gade 3, st. 2","Aarhus N",8200,"2019-08-07",1735000,2,54,1943,56.174393,10.211187
"Vestre Ringgade 156, 2. th","Aarhus C",8000,"2019-08-07",1650000,3,72,1948,56.16633,10.1894045
"Kriegersvej 19, 1. 6","Aarhus C",8000,"2019-08-07",2000000,2,62,1875,56.15011,10.199668
"Grønnegade 66, 1. tv","Aarhus C",8000,"2019-08-07",2100000,2,57,1914,56.159794,10.201296
"Åhusene 5, 5. 3","Aarhus C",8000,"2019-08-07",2250000,2,52,2013,56.152634,10.188483
"Niels Juels Gade 29, 3. tv","Aarhus N",8200,"2019-08-07",2240000,2,74,2011,56.169785,10.21683
"Ny Munkegade 67, 3","Aarhus C",8000,"2019-08-06",3298000,3,80,1902,56.162838,10.20214
"Carl Blochs Gade 59, 7. tv","Aarhus C",8000,"2019-08-06",5200000,5,121,0,56.153744,10.192468
"Skt. Nicolaus Gade 3, 4. 4","Aarhus C",8000,"2019-08-06",2875000,3,62,1969,56.151073,10.199332
"Eckersbergsgade 30F, 1. th","Aarhus C",8000,"2019-08-06",2850000,2,71,1927,56.150978,10.194992
"Langelinieparken 7, st. tv","Aarhus C",8000,"2019-08-05",3825000,3,136,2003,56.16852,10.220683
"Sejrøgade 2, st. th","Aarhus C",8000,"2019-08-05",3017000,3,77,1929,56.160225,10.199449
"Dagmar Petersens Gade 102, 1. 3","Aarhus C",8000,"2019-08-05",7250000,3,167,2017,56.167255,10.227376
"Møllevejen 23, 3. tv","Aarhus C",8000,"2019-08-05",1572500,2,85,1969,56.159225,10.19437
"Ceresbyen 32, kl. 2","Aarhus C",8000,"2019-08-05",3775000,3,96,2017,56.155865,10.191871
"Borggade 7, 5. th","Aarhus C",8000,"2019-08-04",3995000,4,115,1934,56.159794,10.208634
"Marselis Boulevard 67, 2. tv","Aarhus C",8000,"2017-09-20",2300000,3,84,1933,56.139782,10.19348
"Chr. Wærums Gade 22, 2. th","Aarhus C",8000,"2017-09-20",2375000,3,97,1933,56.142525,10.192714
"Samsøgade 81, 1","Aarhus C",8000,"2017-09-20",1835000,2,53,1898,56.161564,10.199957
"Marselis Boulevard 28, 3. 5","Aarhus C",8000,"2017-09-20",2300000,3,86,1959,56.141796,10.201582
"Nordre Ringgade 106, 1. th","Aarhus N",8200,"2017-09-19",2098000,2,61,1933,56.1743,10.214622
"Vestervang 19, 1. mf","Aarhus C",8000,"2017-09-19",30250000,2,66,1986,56.16378,10.195031
"Hjortensgade 7, 2","Aarhus C",8000,"2017-09-19",4349000,4,110,1896,56.158676,10.197336
"Hans Broges Gade 39, 4. 7","Aarhus C",8000,"2017-09-19",700000,1,20,1907,56.143066,10.204463
"Bogensegade 1, 2. tv","Aarhus C",8000,"2017-09-19",1657500,3,87,1910,56.144142,10.2023325
"Nordborggade 38, 5. tv","Aarhus C",8000,"2017-09-19",1880000,2,66,1952,56.146267,10.18485
"Ceres Allé 7, 16. 6","Aarhus C",8000,"2017-09-19",3980000,3,97,2016,56.15459,10.191217
"Esther Aggebos Gade 4, 2. 3","Aarhus C",8000,"2017-09-19",3200000,2,98,2017,56.16637,10.226709
"Frederiks Allé 28, 1. g","Aarhus C",8000,"2017-09-18",2075000,2,73,1986,56.15063,10.199023
"Silkeborgvej 158, 3. th","Aarhus C",8000,"2017-09-18",795204,2,57,1940,56.15656,10.178246
"Marselisborg Allé 34, 3. th","Aarhus C",8000,"2017-09-18",3805000,4,88,1904,56.14576,10.205581
"Rosenkrantzgade 8A, 1","Aarhus C",8000,"2017-09-18",2438000,2,70,1875,56.152065,10.207152
"Harald Jensens Plads 17, 5","Aarhus C",8000,"2017-09-18",1440000,3,112,1935,56.142982,10.188647
"P.P. Ørums Gade 22, 2. th","Aarhus C",8000,"2017-09-17",2750000,3,98,1934,56.141678,10.191016
"Lollandsgade 5, 1","Aarhus C",8000,"2017-09-17",1900000,2,55,1895,56.159756,10.202295
"Vestre Ringgade 174, 1. tv","Aarhus C",8000,"2017-09-17",1270000,2,65,1948,56.167236,10.190792
"Skt. Pauls Gade 17, 4. th","Aarhus C",8000,"2017-09-17",1360000,2,72,1906,56.14622,10.202414
"Vestervang 25H, st. tv","Aarhus C",8000,"2017-09-17",2200000,2,70,1985,56.16427,10.191147
"Jægergårdsgade 116, 1. 6","Aarhus C",8000,"2017-09-17",2400000,2,72,1890,56.147404,10.205401
"M.P. Bruuns Gade 29, 1. th","Aarhus C",8000,"2017-09-17",2900000,3,102,1888,56.14817,10.2037
"Esther Aggebos Gade 4, 1. 3","Aarhus C",8000,"2017-09-17",3150000,2,98,2017,56.16637,10.226709
"Ringkøbingvej 26, 3. th","Aarhus C",8000,"2017-09-16",1742500,3,100,1932,56.15836,10.18949
"P.P. Ørums Gade 44, st. tv","Aarhus C",8000,"2017-09-16",3375000,3,107,1937,56.14255,10.1875
"Jens Baggesens Vej 116, 1. tv","Aarhus N",8200,"2017-09-14",850000,1,56,1968,56.171135,10.197886
"Irma Pedersens Gade 99, 4. 3","Aarhus C",8000,"2017-09-14",2750000,2,58,2019,56.16277,10.228704
"Hjortensgade 17, 1. th","Aarhus C",8000,"2017-09-14",2373000,2,64,1883,56.15887,10.197075
"Esther Aggebos Gade 4, 3. 2","Aarhus C",8000,"2017-09-14",2850000,2,85,2017,56.16637,10.226709
"A.H. Winges Vej 1, 4","Aarhus N",8200,"2017-09-13",2200000,1,84,1955,56.174698,10.204057
"Edouard Suensons Gade 6, 4. l","Aarhus N",8200,"2017-01-22",1375000,1,52,1966,56.17092,10.217527
"Frederiks Plads 8, 3. 7","Aarhus C",8000,"2017-01-22",2250000,2,58,2017,56.149246,10.208593
"Frederiks Plads 26, 5. 3","Aarhus C",8000,"2017-01-22",2450000,2,64,2017,56.148487,10.208627
"Sjællandsgade 73, 1","Aarhus C",8000,"2017-01-21",1408893,3,73,1890,56.162685,10.205781
"Brammersgade 6, 1","Aarhus C",8000,"2017-01-21",4600000,5,109,1897,56.14704,10.203072
"Ceresbyen 66, 4. 2","Aarhus C",8000,"2017-01-21",3950000,3,96,2017,56.15669,10.194395
"Ewaldsgade 19, 3. th","Aarhus C",8000,"2017-01-19",2960000,3,82,1913,56.14875,10.1952305
"P.P. Ørums Gade 44, 4. tv","Aarhus C",8000,"2017-01-19",2900000,4,114,1937,56.14255,10.1875
"Ny Banegårdsgade 53, 4. th","Aarhus C",8000,"2017-01-19",2210000,2,69,1936,56.15117,10.20704
"Bülowsgade 64, st. tv","Aarhus C",8000,"2017-01-19",1998000,2,51,1907,56.14515,10.202239
"Ceresbyen 37, 5. 4","Aarhus C",8000,"2017-01-19",2850000,3,80,2017,56.156746,10.1917095
"Thunøgade 35, kl. th","Aarhus C",8000,"2017-01-19",2385000,3,82,1891,56.161034,10.204244
"Vestervang 40, 7. 4071","Aarhus C",8000,"2017-01-18",2600000,3,75,1969,56.164917,10.189939
"J. Michaelsens Gade 8, 4. th","Aarhus C",8000,"2017-01-18",2000000,2,53,1911,56.143734,10.202532
"Janus La Cours Gade 4, 3. th","Aarhus C",8000,"2017-01-18",3498000,4,97,1928,56.1577,10.197818
"Søndre Ringgade 21, kl. tv","Aarhus C",8000,"2017-01-18",670000,3,112,1934,56.14204,10.191901
"Vestergade 69, 2. th","Aarhus C",8000,"2017-01-18",5700000,6,186,1907,56.157127,10.199395
"Klostertorvet 11, 1. 3","Aarhus C",8000,"2017-01-18",1875000,1,53,2015,56.158085,10.205831
"Peder Skrams Gade 25, 2","Aarhus N",8200,"2017-01-17",3086000,3,82,1910,56.17342,10.218114
"Ceresbyen 37, st. 1","Aarhus C",8000,"2017-01-17",8525000,3,92,2017,56.156746,10.1917095
"Jægergårdsgade 148, 5","Aarhus C",8000,"2017-01-17",857000,3,82,1912,56.1482,10.208733
"Helga Pedersens Gade 3, 1. 2","Aarhus C",8000,"2017-01-17",5200000,4,119,2014,56.16661,10.229147
"Strandparken 7, 2. th","Aarhus C",8000,"2017-01-16",2100000,2,67,1935,56.143642,10.205847
"Sejrøgade 12, st. th","Aarhus C",8000,"2017-01-16",2599000,3,73,1929,56.160023,10.1984
"Vestervang 34, 3. mf","Aarhus C",8000,"2017-01-16",2100000,2,66,1983,56.164543,10.191281
"Marius Simonsens Vej 17, 2. th","Aarhus N",8200,"2017-01-16",1875000,3,66,1953,56.17596,10.204699
"Irma Pedersens Gade 87, 10. 4","Aarhus C",8000,"2017-01-16",3825000,3,85,2019,56.16259,10.228645
"Irma Pedersens Gade 69, 6. mf","Aarhus C",8000,"2017-01-16",2850000,2,58,2019,56.162697,10.228236
"Silkeborgvej 5, 2. 3","Aarhus C",8000,"2017-01-16",2375000,3,68,2017,56.15679,10.190929
"Strandvejen 8A, 1. tv","Aarhus C",8000,"2017-01-15",2850000,3,81,1914,56.147846,10.208965
"Herluf Trolles Gade 42, 2","Aarhus N",8200,"2017-01-15",2198000,2,67,1926,56.173008,10.216162
"Ove Gjeddes Gade 5, 1. tv","Aarhus N",8200,"2017-01-13",1250000,1,36,1938,56.170315,10.216931
"Sjællandsgade 82C, 1. tv","Aarhus C",8000,"2017-01-12",1850000,2,52,1887,56.16327,10.205986
"Harald Jensens Plads 9, 5. th","Aarhus C",8000,"2017-01-12",2700000,5,86,1933,56.14313,10.1898
"Irma Pedersens Gade 131, 4. mf","Aarhus C",8000,"2017-01-12",3600000,3,91,2019,56.16325,10.228861
"Irma Pedersens Gade 99, 5. 4","Aarhus C",8000,"2017-01-12",4100000,3,97,2019,56.16277,10.228704
"Helgenæsgade 9, 4","Aarhus C",8000,"2017-01-12",3899000,4,95,1902,56.162205,10.213877
"Irma Pedersens Gade 99, 3. 4","Aarhus C",8000,"2017-01-12",3950000,3,97,2019,56.16277,10.228704
"Ceresbyen 37, 4. 4","Aarhus C",8000,"2017-01-12",2800000,3,80,2017,56.156746,10.1917095
"Silkeborgvej 3, st. 2","Aarhus C",8000,"2017-01-12",1725000,2,52,2017,56.15684,10.191343
"Marselis Boulevard 71, 2. th","Aarhus C",8000,"2020-01-15",2475000,3,64,1933,56.139576,10.193523
"Edouard Suensons Gade 6, 5. l","Aarhus N",8200,"2020-01-15",1450000,1,52,1966,56.17092,10.217527
"Lyøgade 11, 2. tv","Aarhus N",8200,"2020-01-15",1850000,2,62,1939,56.173855,10.200452
"Ceresbyen 52, 1. 1","Aarhus C",8000,"2020-01-15",6525000,4,137,2018,56.15625,10.193199
"Helga Pedersens Gade 1, 1. 3","Aarhus C",8000,"2020-01-15",3898000,3,107,2014,56.16648,10.229388
"Ceresbyen 66, 3. 4","Aarhus C",8000,"2020-01-15",5350000,3,117,2017,56.15669,10.194395
"Absalonsgade 41, 2. th","Aarhus C",8000,"2020-01-14",2800000,4,84,1898,56.148037,10.193224
"Regenburgsgade 12, kl. th","Aarhus C",8000,"2020-01-14",1350000,2,45,1938,56.15721,10.183254
"Trøjborgvej 2B, st. th","Aarhus N",8200,"2020-01-14",1890000,2,64,1930,56.168945,10.2185545
"Skovvejen 19A, 1","Aarhus C",8000,"2020-01-14",4150000,4,118,1912,56.16462,10.21703
"Janus La Cours Gade 4, 1. tv","Aarhus C",8000,"2020-01-14",1590400,4,97,1928,56.1577,10.197818
"Valdemars Have 28, st. 2","Aarhus C",8000,"2020-01-14",2725000,3,89,2019,56.151566,10.196982
"Lollandsgade 4, 2","Aarhus C",8000,"2020-01-14",1995000,3,61,1899,56.159767,10.202575
"Valdemars Have 26, st. 2","Aarhus C",8000,"2020-01-14",2775000,3,89,2019,56.151485,10.197303
"Marselis Boulevard 34, 6. mf","Aarhus C",8000,"2020-01-13",1075000,1,46,1967,56.141163,10.198517
"Ewaldsgade 4, st","Aarhus C",8000,"2020-01-13",2380000,2,63,1899,56.148422,10.196434
"Saltholmsgade 33, st. tv","Aarhus C",8000,"2020-01-13",1540000,2,51,1900,56.158424,10.194907
"Ceres Allé 7, 7. 6","Aarhus C",8000,"2020-01-13",3798000,4,97,2016,56.15459,10.191217
"Østbanetorvet 4, 3. th","Aarhus C",8000,"2020-01-12",3150000,3,110,1895,56.16363,10.215728
"Langelandsgade 199, 2. tv","Aarhus N",8200,"2020-01-12",1950000,2,63,1939,56.172867,10.200344
"Montanagade 66, 3. tv","Aarhus C",8000,"2020-01-12",259500,3,83,1897,56.145382,10.1997
"Irma Pedersens Gade 15, 8. 3","Aarhus C",8000,"2020-01-12",4248000,3,100,2019,56.163555,10.228079
"Ny Munkegade 12, 2","Aarhus C",8000,"2020-01-10",2995000,4,98,1897,56.160637,10.203935
"Willemoesgade 25, 4. th","Aarhus N",8200,"2020-01-10",1945000,1,49,1934,56.17316,10.2122555
"Ove Gjeddes Gade 2, 4. th","Aarhus N",8200,"2020-01-09",552500,2,61,1938,56.17003,10.217187
"Jens Baggesens Vej 118, st. th","Aarhus N",8200,"2020-01-09",1800000,5,117,1968,56.1712,10.198133
"Nordborggade 17, 2. 3","Aarhus C",8000,"2020-01-09",1400000,2,49,1959,56.14447,10.186077
"Vestervang 25D, 2. th","Aarhus C",8000,"2020-01-09",3395000,3,92,1985,56.16408,10.192286
"Frederiks Plads 16, 3. 8","Aarhus C",8000,"2020-01-09",4029000,3,89,2017,56.148922,10.208356
"Frederiks Allé 108, 1","Aarhus C",8000,"2020-01-08",2600000,3,104,1876,56.14801,10.1961
"Falstersgade 10, st. th","Aarhus C",8000,"2020-01-08",1960000,2,55,1925,56.16299,10.200907
"Nørre Allé 42G","Aarhus C",8000,"2020-01-08",1175000,1,30,1990,56.160763,10.204909
"Absalonsgade 41, 3. th","Aarhus C",8000,"2020-01-07",1725000,1,45,1898,56.148037,10.193224
"P.P. Ørums Gade 14, 4. tv","Aarhus C",8000,"2020-01-07",2800000,3,88,1934,56.141094,10.19202
"Regenburgsgade 6, 2. tv","Aarhus C",8000,"2020-01-07",1955000,2,66,1945,56.157207,10.183928
"Knudrisgade 49, st","Aarhus C",8000,"2020-01-07",2250000,2,72,1895,56.163433,10.214373
"Klostertorvet 11, 4. 8","Aarhus C",8000,"2020-01-07",1725000,2,58,2015,56.158085,10.205831
"Guldsmedgade 25, 2. 2","Aarhus C",8000,"2020-01-07",1400000,2,66,1894,56.159668,10.207618
"Ceres Allé 7, 13. 4","Aarhus C",8000,"2020-01-07",3995000,3,100,2016,56.15459,10.191217
"Frederiks Allé 28, 4. a","Aarhus C",8000,"2020-01-07",6350000,5,173,1986,56.15063,10.199023
"Kjeld Tolstrups Gade 16, 2. mf","Aarhus C",8000,"2020-01-07",2350000,2,53,2020,56.15429,10.193688
"Heibergsgade 10, 2. tv","Aarhus C",8000,"2020-01-06",3050000,3,75,1895,56.14695,10.2077055
"Bissensgade 11, st. tv","Aarhus C",8000,"2019-01-30",1900000,2,58,1925,56.155018,10.196697
"Christiansgade 24, 1. th","Aarhus C",8000,"2019-01-30",5900000,5,145,1897,56.15513,10.203127
"Langelinieparken 16, 2. tv","Aarhus C",8000,"2019-01-30",7400000,3,137,2019,56.166172,10.219166
"Søren Frichs Vej 18P, 1","Aarhus C",8000,"2019-01-30",2250000,1,56,1985,56.15311,10.185966
"Søgade 1B, 1. tv","Aarhus C",8000,"2019-01-29",2100000,2,52,2006,56.15011,10.198419
"Aldersrovej 50, 1. th","Aarhus N",8200,"2019-01-29",2000000,2,63,1939,56.17507,10.21049
"Teglværksgade 14, 3. th","Aarhus C",8000,"2019-01-29",2368000,2,62,1928,56.15926,10.1998205
"Heibergsgade 27, kl. th","Aarhus C",8000,"2019-01-29",1600000,2,36,1908,56.145855,10.207921
"Randersvej 53, 3","Aarhus N",8200,"2019-01-29",1550000,2,71,1933,56.176086,10.201367
"Skt. Pauls Gade 27C, 2. th","Aarhus C",8000,"2019-01-29",6200000,3,134,1913,56.145817,10.201028
"Bernhardt Jensens Boulevard 123, 5. 2","Aarhus C",8000,"2019-01-29",3725000,2,88,2017,56.166744,10.227419
"Skt. Pauls Gade 49, 3. th","Aarhus C",8000,"2019-01-28",2500000,3,57,1900,56.146065,10.1989155
"Grønnegade 77D, 4. tv","Aarhus C",8000,"2019-01-28",2575000,2,61,1900,56.1593,10.200428
"Marselis Boulevard 132, 3. th","Aarhus C",8000,"2019-01-28",2900000,3,97,1942,56.139687,10.181018
"Langelinieparken 1C, 2. 3","Aarhus C",8000,"2019-01-27",2875000,2,69,2005,56.16771,10.220055
