"address","city","zip_code","sold_date","price","rooms","size","build_year","latitude","longitude"
"Sølystgade 39, st","Aarhus C",8000,"2019-01-27",1950000,2,54,1897,56.16194,10.204979
"Lundingsgade 1, 1","Aarhus C",8000,"2019-01-27",3025000,3,80,1900,56.14693,10.195469
"Samsøgade 10, 1","Aarhus C",8000,"2019-01-27",1850000,2,54,1894,56.163692,10.204546
"Jens Baggesens Vej 112, 4. tv","Aarhus N",8200,"2019-01-26",1317500,3,89,1968,56.171066,10.197285
"Mønsgade 10, 3. tv","Aarhus C",8000,"2019-01-26",2220000,2,51,1898,56.158234,10.194885
"Kirkegårdsvej 3, st","Aarhus C",8000,"2019-01-26",1980000,2,48,1886,56.163994,10.210306
"Skt. Pauls Gade 4, 2. tv","Aarhus C",8000,"2019-01-24",3000000,3,68,1896,56.146713,10.206184
"Skt. Nicolaus Gade 3, 4. 14","Aarhus C",8000,"2019-01-24",2050000,2,51,1969,56.151073,10.199332
"Ceresbyen 32, 2. 3","Aarhus C",8000,"2019-01-24",3550000,3,83,2017,56.155865,10.191871
"Langelinieparken 14, 1. mf","Aarhus C",8000,"2019-01-24",20500000,3,152,0,56.165817,10.218824
"Valdemars Have 7, st. th","Aarhus C",8000,"2019-01-24",4320000,4,118,2019,56.15125,10.196871
"Skernvej 10, 2. th","Aarhus C",8000,"2019-01-23",1550000,2,68,1931,56.15777,10.189526
"Istedgade 23A","Aarhus C",8000,"2019-01-23",1700000,1,53,1920,56.148582,10.199379
"Jens Baggesens Vej 110, 4. th","Aarhus N",8200,"2019-01-23",2200000,3,86,1968,56.171185,10.197202
"Paradisgade 17, 1","Aarhus C",8000,"2019-01-23",4000000,4,128,1870,56.160423,10.209416
"Tordenskjoldsgade 40, 2. tv","Aarhus N",8200,"2019-01-23",3300000,3,92,1930,56.17146,10.216495
"Vestervang 32, st. th","Aarhus C",8000,"2019-01-22",975000,1,43,1983,56.164467,10.19178
"Jens Baggesens Vej 33, 1. 2","Aarhus N",8200,"2019-01-22",1845000,2,48,2006,56.169235,10.191129
"Otte Ruds Gade 11, 2. th","Aarhus N",8200,"2019-09-26",2550000,2,65,1939,56.1713,10.218406
"Oslogade 14, 2. th","Aarhus N",8200,"2019-09-26",1105000,2,63,1952,56.175663,10.200005
"Montanagade 1, 1. th","Aarhus C",8000,"2019-09-26",1161000,3,59,2012,56.147846,10.200042
"Sølystgade 52, 3","Aarhus C",8000,"2019-09-26",1200000,2,55,1899,56.1619,10.204078
"Irma Pedersens Gade 29, 2. 1","Aarhus C",8000,"2019-09-26",4495000,4,107,2019,56.16333,10.228014
"Nørre Allé 88, 2. tv","Aarhus C",8000,"2019-09-25",1090000,4,98,1930,56.159107,10.201102
"Gustav Wieds Vej 25, st. tv","Aarhus C",8000,"2019-09-25",3030000,4,109,1952,56.169052,10.196108
"Langelandsgade 212, 2. tv","Aarhus N",8200,"2019-09-25",1870000,2,62,1935,56.17349,10.202016
"Mønsgade 8B, 3. tv","Aarhus C",8000,"2019-09-25",2499000,2,64,1917,56.15822,10.195257
"Ålborggade 1, 3. th","Aarhus C",8000,"2019-09-25",2840000,2,75,1930,56.143253,10.19514
"Daugbjergvej 28, 3. 7","Aarhus C",8000,"2019-09-25",2000000,2,51,2007,56.155296,10.183116
"Nørre Allé 37, 3. th","Aarhus C",8000,"2019-09-25",2920000,3,77,1912,56.15968,10.203379
"Saltholmsgade 9, st. th","Aarhus C",8000,"2019-09-25",4695000,4,110,1924,56.158463,10.196067
"Samsøgade 37, 2. tv","Aarhus C",8000,"2019-09-24",3898000,4,99,1898,56.162754,10.202877
"Saltholmsgade 7, 1. th","Aarhus C",8000,"2019-09-24",1975000,2,56,1982,56.158833,10.196326
"Falstersgade 6, 3. th","Aarhus C",8000,"2019-09-24",1860000,2,52,1900,56.163082,10.201215
"Jægergårdsgade 100B, 3. tv","Aarhus C",8000,"2019-09-24",4000000,3,101,2008,56.148247,10.204074
"Strandparken 21, 1. th","Aarhus C",8000,"2019-09-24",3675000,3,94,1938,56.144722,10.207896
"Brendstrupvej 23, 2. mf","Aarhus N",8200,"2019-09-23",987000,1,46,1967,56.174706,10.199708
"Ewaldsgade 14, kl","Aarhus C",8000,"2019-09-23",1748000,2,62,1913,56.148796,10.195736
"P.P. Ørums Gade 38, 1. th","Aarhus C",8000,"2019-09-23",1700000,2,75,1937,56.14245,10.188339
"Thorvaldsensgade 1, 4. th","Aarhus C",8000,"2019-09-23",2495000,3,80,1902,56.155323,10.198574
"Langelandsgade 216, 3. th","Aarhus N",8200,"2019-09-23",1600000,2,57,1937,56.173664,10.202272
"Fynsgade 4, 2. tv","Aarhus C",8000,"2019-09-23",1378000,2,49,1936,56.16462,10.202368
"Blegdammen 8, 3. tv","Aarhus C",8000,"2019-09-23",1950000,2,55,1913,56.156395,10.202436
"Ceres Allé 7, 3. 2","Aarhus C",8000,"2019-09-23",3925000,3,103,2016,56.15459,10.191217
"Marstrandsgade 12, 3","Aarhus C",8000,"2019-09-23",1895000,3,90,1900,56.15483,10.198041
"Frederiks Plads 8, 1. 1","Aarhus C",8000,"2019-09-23",2830000,2,73,2017,56.149246,10.208593
"Ceresbyen 44, st. 2","Aarhus C",8000,"2019-09-23",4000000,3,95,2017,56.156128,10.19216
"Saltholmsgade 31, st","Aarhus C",8000,"2019-09-22",1138000,2,49,1901,56.158497,10.195132
"Nordre Ringgade 98, 3. th","Aarhus N",8200,"2019-09-22",2100000,2,62,1936,56.17385,10.2135
"Jordbrovej 31, 1. 1","Aarhus N",8200,"2019-09-22",750000,1,44,1967,56.17458,10.199906
"Vesterbrogade 17, st. th","Aarhus C",8000,"2019-09-22",2525000,3,78,1905,56.157726,10.196154
"Brammersgade 6, st. th","Aarhus C",8000,"2019-09-22",1250000,2,54,1897,56.14704,10.203072
"Ålborggade 1, st. th","Aarhus C",8000,"2019-09-22",2850000,2,72,1930,56.143253,10.19514
"Saltholmsgade 31, 3","Aarhus C",8000,"2019-09-22",1345000,2,59,1901,56.158497,10.195132
"Ivar Huitfeldts Gade 10, 2","Aarhus N",8200,"2019-09-22",1970344,5,107,1902,56.170017,10.214791
"Esther Aggebos Gade 4, 7. 4","Aarhus C",8000,"2019-09-22",9500000,4,202,2017,56.16637,10.226709
"Marstrandsgade 22, 2","Aarhus C",8000,"2019-09-21",1850000,3,78,1900,56.15443,10.197281
"Chr. Molbechs Vej 16, 3. tv","Aarhus C",8000,"2019-09-21",1760000,2,55,1950,56.16636,10.190265
"Mejlgade 78C, 3","Aarhus C",8000,"2020-01-23",1998000,2,54,1912,56.161224,10.214224
"Brammersgade 10, 1","Aarhus C",8000,"2020-01-23",2175000,2,56,1897,56.147057,10.203223
"Kjeld Tolstrups Gade 20, 3. mf","Aarhus C",8000,"2020-01-23",3600000,3,94,2020,56.154457,10.193989
"Marselisborg Allé 11, 1. th","Aarhus C",8000,"2020-01-23",3050000,3,81,1938,56.147312,10.20739
"Ålborggade 14, 2. tv","Aarhus C",8000,"2020-01-22",2798000,2,65,1929,56.14337,10.193539
"Bülowsgade 50, 4","Aarhus C",8000,"2020-01-22",2160000,2,72,1905,56.14615,10.201991
"Ny Banegårdsgade 53, 3. tv","Aarhus C",8000,"2020-01-22",1375000,3,89,1936,56.15117,10.20704
"Ny Banegårdsgade 53, 2. th","Aarhus C",8000,"2020-01-22",1100000,2,69,1936,56.15117,10.20704
"Vestervang 40, 1. 4011","Aarhus C",8000,"2020-01-21",1676000,2,77,1969,56.164917,10.189939
"Jerichausgade 11, 4. th","Aarhus C",8000,"2020-01-21",2798000,3,69,1926,56.154575,10.195868
"Jens Baggesens Vej 96, 1. th","Aarhus N",8200,"2020-01-21",2295000,3,89,1968,56.170776,10.196355
"Vestervang 9, 4. 942","Aarhus C",8000,"2020-01-21",2930000,3,73,1970,56.162228,10.193816
"Frederiks Plads 8, 2. 9","Aarhus C",8000,"2020-01-21",2748000,2,60,2017,56.149246,10.208593
"Grete Løchtes Gade 6, 3. tv","Aarhus C",8000,"2020-01-21",3525000,3,95,2016,56.165726,10.22472
"Ceres Allé 7, 15. 6","Aarhus C",8000,"2020-01-21",4100000,4,97,2016,56.15459,10.191217
"Nørre Allé 88, 4. tv","Aarhus C",8000,"2020-01-20",3560000,4,90,1930,56.159107,10.201102
"M.P. Bruuns Gade 58, 1","Aarhus C",8000,"2020-01-20",3798000,3,84,1897,56.146915,10.203545
"Søgade 9, 1","Aarhus C",8000,"2020-01-20",2075000,2,50,1874,56.150314,10.197817
"Hans Schourups Gade 6, 4. th","Aarhus C",8000,"2020-01-20",2410000,2,69,1935,56.141705,10.191725
"Fynsgade 30, 3. th","Aarhus C",8000,"2020-01-19",2320000,3,76,1900,56.163746,10.200446
"Falstersgade 45, 4","Aarhus C",8000,"2020-01-19",1965000,2,64,1895,56.164112,10.199309
"Montanagade 15C, 3","Aarhus C",8000,"2020-01-19",4000000,1,153,1900,56.14741,10.200813
"Nørrebrogade 20E, 3. mf","Aarhus C",8000,"2020-01-19",2425000,2,56,2015,56.16357,10.211224
"Skovvejen 103, st","Aarhus C",8000,"2020-01-19",1998000,2,55,1897,56.1674,10.218145
"Ceresbyen 38, 4. 3","Aarhus C",8000,"2020-01-19",1402500,3,64,2017,56.156174,10.191276
"Chr. Molbechs Vej 12, 2. th","Aarhus C",8000,"2020-01-18",2425000,3,71,1948,56.166492,10.189944
"Frederiksgade 9, 2. 3","Aarhus C",8000,"2020-01-18",4075000,3,114,2005,56.156067,10.20666
"Montanagade 15C, 2","Aarhus C",8000,"2020-01-18",6400000,3,156,1900,56.14741,10.200813
"Søgade 1B, 1. th","Aarhus C",8000,"2020-01-17",2700000,3,69,2006,56.15011,10.198419
"Marselisborg Allé 11, st. th","Aarhus C",8000,"2020-01-17",1410000,3,81,1938,56.147312,10.20739
"Falstersgade 6, 4. tv","Aarhus C",8000,"2020-01-16",2375000,4,60,1900,56.163082,10.201215
"Skt. Pauls Gade 11D, 1","Aarhus C",8000,"2020-01-16",3800000,3,82,1908,56.146244,10.202808
"Åboulevarden 51, 4. th","Aarhus C",8000,"2020-01-16",3850000,4,97,1925,56.15613,10.204875
"Valdemars Have 5, st. th","Aarhus C",8000,"2020-01-16",4200000,4,117,2019,56.151146,10.197222
"Valdemars Have 30, st. mf","Aarhus C",8000,"2020-01-16",2550000,3,88,2019,56.151646,10.19666
"Egegade 26, 1","Aarhus N",8200,"2020-01-15",1180000,1,32,1991,56.17772,10.201575
"Ceresbyen 40, 1. 1","Aarhus C",8000,"2017-03-07",2900000,3,83,2017,56.156464,10.191863
"Silkeborgvej 7, 5. 2","Aarhus C",8000,"2017-03-07",1975000,2,52,2017,56.156742,10.190741
"Ceresbyen 42, 3. 1","Aarhus C",8000,"2017-03-07",2075000,2,52,2017,56.1563,10.191969
"Bernhardt Jensens Boulevard 91, 1. th","Aarhus C",8000,"2017-03-06",3099000,3,99,2016,56.165676,10.225638
"Bernhardt Jensens Boulevard 93, 3. th","Aarhus C",8000,"2017-03-06",3249000,3,103,2016,56.16578,10.225824
"Irma Pedersens Gade 29, 3. 2","Aarhus C",8000,"2017-03-06",2275000,2,59,2019,56.16333,10.228014
"Volden 12, 2","Aarhus C",8000,"2017-03-05",3350000,3,82,1883,56.15834,10.208886
"Montanagade 57, 1","Aarhus C",8000,"2017-03-05",1475000,1,40,1907,56.145306,10.200074
"Christiansgade 8, 4","Aarhus C",8000,"2017-03-05",4795000,5,138,1924,56.154663,10.202515
"Ceresbyen 38, 1. 4","Aarhus C",8000,"2017-03-05",1850000,2,49,2017,56.156174,10.191276
"Jerichausgade 17, 4. tv","Aarhus C",8000,"2017-03-05",1998000,2,56,1930,56.15475,10.195463
"Bülowsgade 61, 4","Aarhus C",8000,"2017-03-05",3200000,4,113,1902,56.145725,10.202385
"Willemoesgade 25, kl. th","Aarhus N",8200,"2017-03-04",160000,1,35,1934,56.17316,10.2122555
"Odensegade 42, 4. th","Aarhus C",8000,"2017-03-02",1898000,2,45,1907,56.14525,10.200156
"Søndre Ringgade 35, 2. tv","Aarhus C",8000,"2017-03-02",3600000,4,102,1934,56.142986,10.190313
"Frederiksgade 24, 2","Aarhus C",8000,"2017-03-02",3575000,4,95,1903,56.155655,10.205781
"Bernhardt Jensens Boulevard 123, 3. 3","Aarhus C",8000,"2017-03-02",4900000,3,144,2017,56.166744,10.227419
"Irma Pedersens Gade 25, 2. 1","Aarhus C",8000,"2017-03-02",4100000,4,107,2019,56.16339,10.228459
"Helgolandsgade 14, st","Aarhus C",8000,"2017-03-02",1595000,2,51,1885,56.148674,10.200929
"Knudrisgade 32, st. th","Aarhus C",8000,"2017-03-02",1480000,1,39,1896,56.16284,10.213493
"Ceresbyen 66, 3. 2","Aarhus C",8000,"2017-03-02",3950000,3,96,2017,56.15669,10.194395
"Sjællandsgade 119A, 2. tv","Aarhus C",8000,"2017-03-01",3175000,2,90,1899,56.16347,10.202856
"Mariane Thomsens Gade 3, 5. 3","Aarhus C",8000,"2017-03-01",2500000,2,65,2017,56.165657,10.229491
"Bernhardt Jensens Boulevard 89, 1. th","Aarhus C",8000,"2017-03-01",3099000,3,96,2016,56.16559,10.225471
"Bissensgade 6, st. th","Aarhus C",8000,"2017-02-28",1425000,2,54,1902,56.154953,10.197328
"Lillehammervej 1C, 1","Aarhus N",8200,"2017-02-28",1850000,3,69,1937,56.176258,10.19244
"Skt. Nicolaus Gade 3, 3. 17","Aarhus C",8000,"2017-02-28",870000,2,51,1969,56.151073,10.199332
"Silkeborgvej 3, 5. 2","Aarhus C",8000,"2017-02-28",2000000,2,52,2017,56.15684,10.191343
"Nordborggade 29, 3. 2","Aarhus C",8000,"2017-02-27",1530000,2,49,1960,56.144848,10.185683
"Langelandsgade 22, 2. th","Aarhus C",8000,"2017-02-27",1416000,2,61,1930,56.15996,10.1975765
"Jordbrovej 31, 3. 2","Aarhus N",8200,"2017-02-27",2125000,2,64,1967,56.17458,10.199906
"Ceres Allé 7, 15. 4","Aarhus C",8000,"2017-02-27",3800000,3,100,2016,56.15459,10.191217
"Vestervang 31, 1. th","Aarhus C",8000,"2017-02-26",1960000,2,70,1983,56.164425,10.1920185
"Schleppegrellsgade 8, 1","Aarhus C",8000,"2017-02-26",4250000,5,132,1901,56.1469,10.192676
"Langelandsgade 217, 2. th","Aarhus N",8200,"2017-02-26",1232500,2,78,1938,56.17394,10.201936
"Irma Pedersens Gade 69, 2. 4","Aarhus C",8000,"2017-02-26",2650000,2,58,2019,56.162697,10.228236
"Strandparken 33, 2. th","Aarhus C",8000,"2017-04-05",2575000,2,74,1937,56.14367,10.206856
"F. Vestergaards Gade 30, 4. tv","Aarhus C",8000,"2017-04-05",4925000,4,121,1929,56.142006,10.195377
"Sjællandsgade 119B, 1. th","Aarhus C",8000,"2017-04-05",1684500,2,50,1899,56.16356,10.2028265
"Absalonsgade 17C, st","Aarhus C",8000,"2017-04-05",1185000,1,34,1900,56.14726,10.193584
"Åhusene 7, 2. 3","Aarhus C",8000,"2017-04-05",2150000,2,52,2013,56.15273,10.187806
"Harald Jensens Plads 17, st. th","Aarhus C",8000,"2017-04-04",2098000,2,70,1935,56.142982,10.188647
"Tordenskjoldsgade 81, 3. tv","Aarhus N",8200,"2017-04-04",2188000,2,58,1928,56.1739,10.2168665
"Åparken 6, st. 4","Aarhus C",8000,"2017-04-04",2540000,3,76,2001,56.154114,10.187518
"Finderupvej 2K, 4. th","Aarhus C",8000,"2017-04-04",20943000,2,59,2009,56.1555,10.181475
"Jens Baggesens Vej 98, 6. th","Aarhus N",8200,"2017-04-03",2425000,3,86,1968,56.17065,10.196451
"Marstrandsgade 25, 4. th","Aarhus C",8000,"2017-04-03",2500000,2,63,1931,56.154087,10.197062
"Vestervang 41, 4. 4145","Aarhus C",8000,"2017-04-03",1500000,1,46,1969,56.165054,10.189107
"Janus La Cours Gade 8, 4. th","Aarhus C",8000,"2017-04-03",2250000,2,55,1927,56.1575,10.197519
"Silkeborgvej 3, 3. 1","Aarhus C",8000,"2017-04-03",2575000,3,73,2017,56.15684,10.191343
"Finderupvej 2L, 1. 1","Aarhus C",8000,"2017-04-03",2400000,3,80,2009,56.155403,10.181397
"Skovgaardsgade 14, 1. th","Aarhus C",8000,"2017-04-03",2122000,2,57,1925,56.15444,10.194939
"Thorvaldsensgade 31, st. 1","Aarhus C",8000,"2017-04-03",2650000,3,77,2017,56.156837,10.19446
"Åhusene 9, st. 4","Aarhus C",8000,"2017-04-03",2125000,2,55,2014,56.15282,10.187249
"Willemoesgade 68, 1. tv","Aarhus N",8200,"2017-04-02",2085000,2,65,1938,56.173264,10.212634
"Trøjborgvej 2B, 1. tv","Aarhus N",8200,"2017-04-02",2195000,2,65,1930,56.168945,10.2185545
"Marselis Boulevard 132, st. 2","Aarhus C",8000,"2017-04-02",1455000,2,62,1942,56.139687,10.181018
"Silkeborgvej 3, st. 3","Aarhus C",8000,"2017-04-02",2350000,3,68,2017,56.15684,10.191343
"Silkeborgvej 5, st. 3","Aarhus C",8000,"2017-04-02",2350000,3,68,2017,56.15679,10.190929
"Søndre Ringgade 7, 5. tv","Aarhus C",8000,"2017-04-02",1015000,3,100,1933,56.141254,10.193184
"Ankersgade 5, 3. th","Aarhus C",8000,"2017-04-01",2160000,2,55,1900,56.14834,10.192765
"Herluf Trolles Gade 29, 2","Aarhus N",8200,"2017-03-30",2000000,2,62,1930,56.172585,10.21781
"Frederiks Plads 16, 4. 3","Aarhus C",8000,"2017-03-30",3670500,3,91,2017,56.148922,10.208356
"Ivar Huitfeldts Gade 60, 1","Aarhus N",8200,"2017-03-30",2300000,3,90,1928,56.172325,10.214546
"Frederiks Plads 8, 2. 7","Aarhus C",8000,"2017-03-30",2350000,2,58,2017,56.149246,10.208593
"Frederiks Plads 8, 2. 6","Aarhus C",8000,"2017-03-30",1950000,2,55,2017,56.149246,10.208593
"Langelandsgade 31, 3","Aarhus C",8000,"2017-03-29",2288000,3,66,1900,56.15938,10.197762
"Tordenskjoldsgade 59, 2. th","Aarhus N",8200,"2017-03-29",1150000,2,65,1932,56.17213,10.216178
"Ny Munkegade 68B, 2. th","Aarhus C",8000,"2017-03-29",1975000,3,57,1910,56.16347,10.202501
"Frederiks Plads 16, 3. 4","Aarhus C",8000,"2017-03-29",3300000,3,79,2017,56.148922,10.208356
"Irma Pedersens Gade 25, 5. 1","Aarhus C",8000,"2017-03-29",4400000,4,107,2019,56.16339,10.228459
"Irma Pedersens Gade 29, 4. 3","Aarhus C",8000,"2017-03-29",2350000,2,59,2019,56.16333,10.228014
"Helga Pedersens Gade 5, 2. 3","Aarhus C",8000,"2017-03-29",6850000,3,138,2014,56.16676,10.2294
"Irma Pedersens Gade 69, 2. 3","Aarhus C",8000,"2017-03-29",2650000,2,58,2019,56.162697,10.228236
"Irma Pedersens Gade 115, 2. 2","Aarhus C",8000,"2017-03-29",2650000,2,58,2019,56.16301,10.228783
"P.P. Ørums Gade 38, 5. th","Aarhus C",8000,"2017-03-28",2050000,2,62,1937,56.14245,10.188339
"Jægergårdsgade 148, 1. th","Aarhus C",8000,"2020-01-06",2850000,3,83,1912,56.1482,10.208733
"Jens Baggesens Vej 98, 1. th","Aarhus N",8200,"2020-01-06",1375000,3,86,1968,56.17065,10.196451
"Odensegade 42, 1. th","Aarhus C",8000,"2020-01-06",2100000,2,56,1907,56.14525,10.200156
"Max Müllers Gade 2B, 5. tv","Aarhus C",8000,"2020-01-06",1725000,2,69,1927,56.144978,10.189902
"Valdemars Have 5, 5. tv","Aarhus C",8000,"2020-01-05",7850000,3,129,2019,56.151146,10.197222
"Skovvejen 81, kl","Aarhus C",8000,"2020-01-02",875000,1,43,1876,56.16675,10.217966
"Banegårdsgade 16, 3. d2","Aarhus C",8000,"2020-01-01",1200000,2,51,1962,56.150326,10.200828
"Vestergade 56C, 1","Aarhus C",8000,"2020-01-01",3300000,3,92,1750,56.157787,10.201314
"Trøjborgvej 8A, 3. tv","Aarhus N",8200,"2020-01-01",1438728,2,62,1916,56.16909,10.217709
"Langelinieparken 18, 1. tv","Aarhus C",8000,"2020-01-01",6700000,3,140,2019,56.166523,10.219488
"Silkeborgvej 5, 1. 1","Aarhus C",8000,"2020-01-01",2400000,3,68,2017,56.15679,10.190929
"Finderupvej 5, 3. 1","Aarhus C",8000,"2019-12-31",2725000,3,87,2009,56.154552,10.182347
"Kirkegårdsvej 7, 1. tv","Aarhus C",8000,"2019-12-31",1249700,2,47,1886,56.164127,10.210506
"Jægergårdsgade 88, 2. th","Aarhus C",8000,"2019-12-30",1197777,2,48,1891,56.148106,10.202691
"Ringkøbingvej 6, 2. mf","Aarhus C",8000,"2019-12-29",1525000,2,42,1939,56.157112,10.18913
"Kriegersvej 19, 3. 5","Aarhus C",8000,"2019-12-29",1899000,2,59,1875,56.15011,10.199668
"Valdemars Have 9, 2. tv","Aarhus C",8000,"2019-12-29",4850000,4,117,2019,56.15133,10.196554
"Ivar Huitfeldts Gade 64A, st","Aarhus N",8200,"2019-12-29",2510000,2,68,1937,56.17249,10.214527
"Sjællandsgade 87, 3","Aarhus C",8000,"2019-12-28",2450000,3,71,1889,56.162994,10.205091
"Nordborggade 47, 2. th","Aarhus C",8000,"2019-12-26",1775000,3,87,1961,56.145493,10.184635
"Marselis Boulevard 28, 4. 6","Aarhus C",8000,"2019-12-26",2898000,4,93,1959,56.141796,10.201582
"Åhusene 9, 3. 1","Aarhus C",8000,"2019-12-26",1818600,3,69,2014,56.15282,10.187249
"Knudrisgade 50, 1","Aarhus C",8000,"2019-12-25",2335000,2,56,1895,56.16332,10.214533
"Bissensgade 13, 1. tv","Aarhus C",8000,"2019-12-23",2910000,3,71,1920,56.15509,10.196532
"Banegårdsgade 15, st","Aarhus C",8000,"2019-12-22",1750000,4,99,1900,56.15056,10.200988
"Irma Pedersens Gade 25, 6. 1","Aarhus C",8000,"2019-12-22",4800000,4,107,2019,56.16339,10.228459
"Frederiks Plads 8, 4. 6","Aarhus C",8000,"2019-12-22",3700000,3,70,2017,56.149246,10.208593
"Frederiks Plads 16, 3. 9","Aarhus C",8000,"2019-12-22",2750000,2,60,2017,56.148922,10.208356
"Langelinieparken 15, 5. mf","Aarhus C",8000,"2019-12-22",3017500,1,101,2003,56.16906,10.221455
"Vestervang 39, 7. 3975","Aarhus C",8000,"2019-12-19",4025000,5,145,1969,56.16475,10.190965
"Skovvejen 44A, 2. th","Aarhus C",8000,"2019-12-19",2200000,2,60,1936,56.16811,10.2189
"Lundbyesgade 28, st. tv","Aarhus C",8000,"2019-12-19",2610000,3,82,1927,56.15464,10.194601
"Anholtsgade 11, 3. th","Aarhus C",8000,"2019-12-19",1900000,2,65,1909,56.160805,10.208547
"Åparken 2, 4. 6","Aarhus C",8000,"2019-12-19",1050000,1,28,1999,56.154102,10.186038
"Ankersgade 5, 4. tv","Aarhus C",8000,"2019-12-19",2298000,2,65,1900,56.14834,10.192765
"Ceresbyen 46, st. 4","Aarhus C",8000,"2017-06-05",2300000,2,66,2018,56.156498,10.19254
"Finderupvej 2N, 1. 4","Aarhus C",8000,"2017-06-05",2500000,3,81,2009,56.15505,10.181395
"Langelinieparken 15, 1. mf","Aarhus C",8000,"2017-06-05",4200000,1,101,2003,56.16906,10.221455
"Skt. Nicolaus Gade 3, 3. 2","Aarhus C",8000,"2017-06-05",2950000,2,76,1969,56.151073,10.199332
"Nørregade 55, 2. th","Aarhus C",8000,"2017-06-04",4098000,4,117,1913,56.16032,10.208535
"Hjelmensgade 18, kl","Aarhus C",8000,"2017-06-04",1150000,2,59,1897,56.162174,10.2092285
"Dannebrogsgade 15, st. th","Aarhus C",8000,"2017-06-04",1798000,2,54,1902,56.145927,10.194981
"Bülowsgade 14B, st","Aarhus C",8000,"2017-06-04",4545000,5,136,1884,56.147655,10.20202
"Vestervang 24, 6. th","Aarhus C",8000,"2017-06-04",3375000,3,100,1986,56.164,10.193677
"Assensgade 19, 2. tv","Aarhus C",8000,"2017-06-03",3995000,4,99,1950,56.142586,10.202947
"Sjællandsgade 110, 1","Aarhus C",8000,"2017-06-03",1835000,2,47,1892,56.163727,10.2038765
"Vestre Ringgade 172, st. tv","Aarhus C",8000,"2017-06-01",1750000,2,66,1949,56.16714,10.190632
"Otte Ruds Gade 44A, 4. th","Aarhus N",8200,"2017-06-01",2470000,2,59,1989,56.172,10.214994
"Skolebakken 11, 3. tv","Aarhus C",8000,"2017-06-01",6600000,6,171,1915,56.157856,10.212944
"Irma Pedersens Gade 25, 3. 1","Aarhus C",8000,"2017-06-01",4200000,4,107,2019,56.16339,10.228459
"Irma Pedersens Gade 25, st. 1","Aarhus C",8000,"2017-06-01",2800000,2,68,2019,56.16339,10.228459
"Irma Pedersens Gade 99, 10. 1","Aarhus C",8000,"2017-06-01",12500000,4,195,2019,56.16277,10.228704
"Irma Pedersens Gade 15, 7. 3","Aarhus C",8000,"2017-06-01",4000000,3,100,2019,56.163555,10.228079
"Willemoesgade 38, 2. tv","Aarhus N",8200,"2017-06-01",2398000,2,60,1937,56.171543,10.213122
"Ceresbyen 42, 2. 1","Aarhus C",8000,"2017-06-01",2050000,2,52,2017,56.1563,10.191969
"Irma Pedersens Gade 25, 8. tv","Aarhus C",8000,"2017-06-01",4840171,4,107,2019,56.16339,10.228459
"Regenburgsgade 12, 2. th","Aarhus C",8000,"2017-05-31",2298000,3,74,1938,56.15721,10.183254
"A.H. Winges Vej 3, st. th","Aarhus N",8200,"2017-05-31",1650000,3,73,1955,56.17481,10.204058
"Tordenskjoldsgade 31, 5","Aarhus N",8200,"2017-05-31",3200000,4,113,1931,56.17112,10.215952
"Tordenskjoldsgade 31, 2. tv","Aarhus N",8200,"2017-05-31",2150000,3,84,1931,56.17112,10.215952
"Skolegade 37, 2","Aarhus C",8000,"2017-05-31",2995000,5,131,1894,56.154648,10.211781
"Marselis Boulevard 132, st. 4","Aarhus C",8000,"2017-05-31",1030000,2,55,1942,56.139687,10.181018
"Fynsgade 4, st. tv","Aarhus C",8000,"2017-05-31",1435000,1,49,1936,56.16462,10.202368
"Janus La Cours Gade 3, 2. th","Aarhus C",8000,"2017-05-31",2350000,2,58,1928,56.15754,10.197961
"Aldersrovej 4, 1. th","Aarhus N",8200,"2017-05-30",2950000,3,89,1935,56.170216,10.212185
"Nordborggade 51, 4. th","Aarhus C",8000,"2017-05-30",2000000,2,73,1961,56.145466,10.184147
"Herluf Trolles Gade 24, 1. th","Aarhus N",8200,"2017-05-30",2750000,2,86,1936,56.172775,10.218084
"Telefontorvet 4, 1. tv","Aarhus C",8000,"2017-05-30",1800000,3,103,2005,56.155617,10.207114
"Nyborggade 6, 4. th","Aarhus C",8000,"2017-05-30",3300000,2,74,1907,56.144253,10.205203
"Brammersgade 32, 2","Aarhus C",8000,"2017-05-30",2210000,2,51,1894,56.147133,10.204883
